,City,Country,Date,Temperature,Humidity,Wind Speed
374,Copenhagen,Denmark,2023-02-24 12:00:00,5.08,80,5.68
375,Copenhagen,Denmark,2023-02-24 15:00:00,4.57,84,5.11
376,Copenhagen,Denmark,2023-02-24 18:00:00,2.69,97,2.65
377,Copenhagen,Denmark,2023-02-24 21:00:00,2.71,96,6.56
378,Copenhagen,Denmark,2023-02-25 00:00:00,1.27,93,9.19
379,Copenhagen,Denmark,2023-02-25 03:00:00,1.01,73,9.5
380,Copenhagen,Denmark,2023-02-25 06:00:00,0.26,70,10.17
381,Copenhagen,Denmark,2023-02-25 09:00:00,0.9,66,9.63
382,Copenhagen,Denmark,2023-02-25 12:00:00,1.96,59,9.24
383,Copenhagen,Denmark,2023-02-25 15:00:00,2.11,56,9.06
384,Copenhagen,Denmark,2023-02-25 18:00:00,0.66,61,9.21
385,Copenhagen,Denmark,2023-02-25 21:00:00,-0.25,68,8.29
386,Copenhagen,Denmark,2023-02-26 00:00:00,-0.65,69,7.78
387,Copenhagen,Denmark,2023-02-26 03:00:00,-1.26,66,6.83
388,Copenhagen,Denmark,2023-02-26 06:00:00,-1.5,62,6.4
389,Copenhagen,Denmark,2023-02-26 09:00:00,-0.21,52,5.94
390,Copenhagen,Denmark,2023-02-26 12:00:00,0.77,48,5.96
391,Copenhagen,Denmark,2023-02-26 15:00:00,1.9,46,5.58
392,Copenhagen,Denmark,2023-02-26 18:00:00,1.04,55,4.61
393,Copenhagen,Denmark,2023-02-26 21:00:00,0.62,59,4.38
394,Copenhagen,Denmark,2023-02-27 00:00:00,0.04,64,2.79
395,Copenhagen,Denmark,2023-02-27 03:00:00,-0.07,67,2.14
396,Copenhagen,Denmark,2023-02-27 06:00:00,0.1,69,2.05
397,Copenhagen,Denmark,2023-02-27 09:00:00,2.38,69,2.68
398,Copenhagen,Denmark,2023-02-27 12:00:00,4.59,60,2.79
399,Copenhagen,Denmark,2023-02-27 15:00:00,4.45,65,3.41
400,Tallinn,Estonia,2023-02-22 18:00:00,-9.71,79,2.02
401,Tallinn,Estonia,2023-02-22 21:00:00,-10.19,85,2.9
402,Tallinn,Estonia,2023-02-23 00:00:00,-9.23,90,3.94
403,Tallinn,Estonia,2023-02-23 03:00:00,-7.3,90,4.85
404,Tallinn,Estonia,2023-02-23 06:00:00,-6.35,90,5.24
405,Tallinn,Estonia,2023-02-23 09:00:00,-3.38,85,6.43
406,Tallinn,Estonia,2023-02-23 12:00:00,-1.31,81,6.83
407,Tallinn,Estonia,2023-02-23 15:00:00,-2.29,90,7.14
408,Tallinn,Estonia,2023-02-23 18:00:00,-2.47,90,6.92
409,Tallinn,Estonia,2023-02-23 21:00:00,-1.88,95,6.16
410,Tallinn,Estonia,2023-02-24 00:00:00,-1.6,96,5.83
411,Tallinn,Estonia,2023-02-24 03:00:00,-1.55,95,4.21
412,Tallinn,Estonia,2023-02-24 06:00:00,-1.57,96,1.88
413,Tallinn,Estonia,2023-02-24 09:00:00,-0.78,94,2.31
414,Tallinn,Estonia,2023-02-24 12:00:00,-0.34,93,3.05
415,Tallinn,Estonia,2023-02-24 15:00:00,-0.76,97,3.96
416,Tallinn,Estonia,2023-02-24 18:00:00,-1.44,96,5.42
417,Tallinn,Estonia,2023-02-24 21:00:00,-1.69,97,5.2
418,Tallinn,Estonia,2023-02-25 00:00:00,-1.63,96,5.94
419,Tallinn,Estonia,2023-02-25 03:00:00,-1.95,95,7.09
420,Tallinn,Estonia,2023-02-25 06:00:00,-2.22,90,7.34
421,Tallinn,Estonia,2023-02-25 09:00:00,-1.85,85,7.47
422,Tallinn,Estonia,2023-02-25 12:00:00,-1.92,82,8.16
423,Tallinn,Estonia,2023-02-25 15:00:00,-1.9,81,8.96
424,Tallinn,Estonia,2023-02-25 18:00:00,-2.38,84,9.6
425,Tallinn,Estonia,2023-02-25 21:00:00,-3.3,84,9.7
426,Tallinn,Estonia,2023-02-26 00:00:00,-4.07,85,9.17
427,Tallinn,Estonia,2023-02-26 03:00:00,-4.99,85,9.15
428,Tallinn,Estonia,2023-02-26 06:00:00,-5.45,84,9.32
429,Tallinn,Estonia,2023-02-26 09:00:00,-5.31,83,9.04
430,Tallinn,Estonia,2023-02-26 12:00:00,-4.25,78,9.32
431,Tallinn,Estonia,2023-02-26 15:00:00,-3.93,74,9.07
432,Tallinn,Estonia,2023-02-26 18:00:00,-3.84,76,8.04
433,Tallinn,Estonia,2023-02-26 21:00:00,-4.37,77,5.62
434,Tallinn,Estonia,2023-02-27 00:00:00,-5.5,80,4.29
435,Tallinn,Estonia,2023-02-27 03:00:00,-5.31,84,3.55
436,Tallinn,Estonia,2023-02-27 06:00:00,-3.47,92,3.57
437,Tallinn,Estonia,2023-02-27 09:00:00,0.83,97,4.53
438,Tallinn,Estonia,2023-02-27 12:00:00,1.14,97,4.32
439,Tallinn,Estonia,2023-02-27 15:00:00,0.89,96,5.11
440,Helsinki,Finland,2023-02-22 18:00:00,-10.26,85,0.42
441,Helsinki,Finland,2023-02-22 21:00:00,-10.47,86,1.32
442,Helsinki,Finland,2023-02-23 00:00:00,-8.88,89,3.09
443,Helsinki,Finland,2023-02-23 03:00:00,-3.64,84,5.78
444,Helsinki,Finland,2023-02-23 06:00:00,-3.23,82,6.35
445,Helsinki,Finland,2023-02-23 09:00:00,-2.34,84,7.09
446,Helsinki,Finland,2023-02-23 12:00:00,-1.44,90,7.9
447,Helsinki,Finland,2023-02-23 15:00:00,-1.52,95,8.19
448,Helsinki,Finland,2023-02-23 18:00:00,-1.47,96,7.9
449,Helsinki,Finland,2023-02-23 21:00:00,-1.33,96,7.14
450,Helsinki,Finland,2023-02-24 00:00:00,-1.2,97,5.66
451,Helsinki,Finland,2023-02-24 03:00:00,-1.25,96,3.36
452,Helsinki,Finland,2023-02-24 06:00:00,-1.17,97,0.5
453,Helsinki,Finland,2023-02-24 09:00:00,-0.74,92,2.6
454,Helsinki,Finland,2023-02-24 12:00:00,-0.37,90,2.65
455,Helsinki,Finland,2023-02-24 15:00:00,-1.19,94,3.19
456,Helsinki,Finland,2023-02-24 18:00:00,-1.86,95,3.88
457,Helsinki,Finland,2023-02-24 21:00:00,-2.29,96,3.87
458,Helsinki,Finland,2023-02-25 00:00:00,-4.02,94,4.92
459,Helsinki,Finland,2023-02-25 03:00:00,-4.87,92,4.74
460,Helsinki,Finland,2023-02-25 06:00:00,-5.0,91,4.82
461,Helsinki,Finland,2023-02-25 09:00:00,-3.05,88,5.18
462,Helsinki,Finland,2023-02-25 12:00:00,-1.83,86,5.92
463,Helsinki,Finland,2023-02-25 15:00:00,-3.29,85,6.82
464,Helsinki,Finland,2023-02-25 18:00:00,-4.49,87,7.46
465,Helsinki,Finland,2023-02-25 21:00:00,-5.6,87,7.63
466,Helsinki,Finland,2023-02-26 00:00:00,-6.91,88,7.19
467,Helsinki,Finland,2023-02-26 03:00:00,-7.81,89,7.21
468,Helsinki,Finland,2023-02-26 06:00:00,-8.6,88,7.6
469,Helsinki,Finland,2023-02-26 09:00:00,-6.79,84,7.77
470,Helsinki,Finland,2023-02-26 12:00:00,-4.93,79,7.81
471,Helsinki,Finland,2023-02-26 15:00:00,-5.2,77,7.1
472,Helsinki,Finland,2023-02-26 18:00:00,-6.03,81,6.05
473,Helsinki,Finland,2023-02-26 21:00:00,-7.29,85,5.08
474,Helsinki,Finland,2023-02-27 00:00:00,-8.43,86,3.12
475,Helsinki,Finland,2023-02-27 03:00:00,-6.3,89,3.37
476,Helsinki,Finland,2023-02-27 06:00:00,-5.02,94,3.47
477,Helsinki,Finland,2023-02-27 09:00:00,-1.06,92,3.24
478,Helsinki,Finland,2023-02-27 12:00:00,1.38,98,2.99
479,Helsinki,Finland,2023-02-27 15:00:00,1.37,98,4.8
480,Paris,France,2023-02-22 18:00:00,9.29,90,2.41
481,Paris,France,2023-02-22 21:00:00,9.41,89,2.49
482,Paris,France,2023-02-23 00:00:00,8.96,86,2.82
483,Paris,France,2023-02-23 03:00:00,8.22,85,2.57
484,Paris,France,2023-02-23 06:00:00,7.94,87,2.23
485,Paris,France,2023-02-23 09:00:00,9.01,89,2.65
486,Paris,France,2023-02-23 12:00:00,10.18,82,3.54
487,Paris,France,2023-02-23 15:00:00,10.16,80,4.53
488,Paris,France,2023-02-23 18:00:00,8.68,82,4.32
489,Paris,France,2023-02-23 21:00:00,8.26,82,4.03
490,Paris,France,2023-02-24 00:00:00,7.23,83,4.17
491,Paris,France,2023-02-24 03:00:00,6.39,80,4.27
492,Paris,France,2023-02-24 06:00:00,5.72,79,3.37
493,Paris,France,2023-02-24 09:00:00,5.79,71,3.54
494,Paris,France,2023-02-24 12:00:00,8.49,50,3.26
495,Paris,France,2023-02-24 15:00:00,9.69,44,4.43
496,Paris,France,2023-02-24 18:00:00,7.73,71,4.2
497,Paris,France,2023-02-24 21:00:00,6.24,77,4.1
498,Paris,France,2023-02-25 00:00:00,4.53,80,3.17
499,Paris,France,2023-02-25 03:00:00,4.14,72,3.06
500,Paris,France,2023-02-25 06:00:00,4.05,67,3.15
501,Paris,France,2023-02-25 09:00:00,4.72,66,3.54
502,Paris,France,2023-02-25 12:00:00,6.96,51,5.1
503,Paris,France,2023-02-25 15:00:00,7.95,46,5.34
504,Paris,France,2023-02-25 18:00:00,6.06,60,4.47
505,Paris,France,2023-02-25 21:00:00,4.37,64,5.43
506,Paris,France,2023-02-26 00:00:00,3.1,68,5.36
507,Paris,France,2023-02-26 03:00:00,2.12,69,5.07
508,Paris,France,2023-02-26 06:00:00,1.31,52,5.9
509,Paris,France,2023-02-26 09:00:00,2.15,47,6.71
510,Paris,France,2023-02-26 12:00:00,4.24,34,7.23
511,Paris,France,2023-02-26 15:00:00,5.59,32,6.77
512,Paris,France,2023-02-26 18:00:00,3.69,40,6.1
513,Paris,France,2023-02-26 21:00:00,2.2,46,5.7
514,Paris,France,2023-02-27 00:00:00,0.92,53,5.02
515,Paris,France,2023-02-27 03:00:00,0.02,57,4.91
516,Paris,France,2023-02-27 06:00:00,-0.56,61,4.71
517,Paris,France,2023-02-27 09:00:00,1.12,50,5.89
518,Paris,France,2023-02-27 12:00:00,4.69,29,6.5
519,Paris,France,2023-02-27 15:00:00,6.07,27,6.29
520,Berlin,Germany,2023-02-22 18:00:00,8.96,74,2.93
521,Berlin,Germany,2023-02-22 21:00:00,7.92,75,3.86
522,Berlin,Germany,2023-02-23 00:00:00,6.41,77,3.7
523,Berlin,Germany,2023-02-23 03:00:00,4.45,83,3.11
524,Berlin,Germany,2023-02-23 06:00:00,4.36,87,2.37
525,Berlin,Germany,2023-02-23 09:00:00,7.15,84,1.65
526,Berlin,Germany,2023-02-23 12:00:00,10.15,76,2.6
527,Berlin,Germany,2023-02-23 15:00:00,10.43,77,2.52
528,Berlin,Germany,2023-02-23 18:00:00,8.1,88,3.82
529,Berlin,Germany,2023-02-23 21:00:00,7.42,90,4.13
530,Berlin,Germany,2023-02-24 00:00:00,5.57,73,4.69
531,Berlin,Germany,2023-02-24 03:00:00,2.57,74,3.97
532,Berlin,Germany,2023-02-24 06:00:00,1.84,79,3.52
533,Berlin,Germany,2023-02-24 09:00:00,3.66,68,5.09
534,Berlin,Germany,2023-02-24 12:00:00,4.11,70,6.35
535,Berlin,Germany,2023-02-24 15:00:00,2.67,95,5.03
536,Berlin,Germany,2023-02-24 18:00:00,3.39,87,4.95
537,Berlin,Germany,2023-02-24 21:00:00,3.74,81,6.05
538,Berlin,Germany,2023-02-25 00:00:00,2.05,95,5.96
539,Berlin,Germany,2023-02-25 03:00:00,1.15,95,7.13
540,Berlin,Germany,2023-02-25 06:00:00,1.37,96,6.85
541,Berlin,Germany,2023-02-25 09:00:00,0.8,94,6.43
542,Berlin,Germany,2023-02-25 12:00:00,2.23,71,7.05
543,Berlin,Germany,2023-02-25 15:00:00,1.44,77,6.19
544,Berlin,Germany,2023-02-25 18:00:00,0.57,80,5.05
545,Berlin,Germany,2023-02-25 21:00:00,0.09,83,4.55
546,Berlin,Germany,2023-02-26 00:00:00,-0.73,84,4.43
547,Berlin,Germany,2023-02-26 03:00:00,-1.36,86,4.41
548,Berlin,Germany,2023-02-26 06:00:00,-1.57,88,4.74
549,Berlin,Germany,2023-02-26 09:00:00,0.7,71,5.42
550,Berlin,Germany,2023-02-26 12:00:00,2.45,53,5.13
551,Berlin,Germany,2023-02-26 15:00:00,1.95,53,4.98
552,Berlin,Germany,2023-02-26 18:00:00,-0.94,70,3.6
553,Berlin,Germany,2023-02-26 21:00:00,-1.76,70,2.78
554,Berlin,Germany,2023-02-27 00:00:00,-2.0,71,1.92
555,Berlin,Germany,2023-02-27 03:00:00,-2.0,72,1.53
556,Berlin,Germany,2023-02-27 06:00:00,-2.18,73,1.9
557,Berlin,Germany,2023-02-27 09:00:00,0.79,57,1.43
558,Berlin,Germany,2023-02-27 12:00:00,2.87,49,1.72
559,Berlin,Germany,2023-02-27 15:00:00,3.47,49,2.4
560,Athens,Greece,2023-02-22 18:00:00,15.4,72,0.63
561,Athens,Greece,2023-02-22 21:00:00,14.33,74,0.41
562,Athens,Greece,2023-02-23 00:00:00,12.65,78,0.71
563,Athens,Greece,2023-02-23 03:00:00,10.8,78,1.23
564,Athens,Greece,2023-02-23 06:00:00,11.77,75,1.15
565,Athens,Greece,2023-02-23 09:00:00,15.73,60,1.03
566,Athens,Greece,2023-02-23 12:00:00,17.17,58,2.68
567,Athens,Greece,2023-02-23 15:00:00,15.58,68,1.91
568,Athens,Greece,2023-02-23 18:00:00,13.86,78,0.56
569,Athens,Greece,2023-02-23 21:00:00,13.09,81,0.22
570,Athens,Greece,2023-02-24 00:00:00,12.74,82,0.44
571,Athens,Greece,2023-02-24 03:00:00,12.45,82,0.44
572,Athens,Greece,2023-02-24 06:00:00,12.77,79,0.29
573,Athens,Greece,2023-02-24 09:00:00,15.07,68,1.34
574,Athens,Greece,2023-02-24 12:00:00,15.97,65,3.33
575,Athens,Greece,2023-02-24 15:00:00,15.5,67,3.34
576,Athens,Greece,2023-02-24 18:00:00,12.97,85,1.53
577,Athens,Greece,2023-02-24 21:00:00,12.17,88,1.17
578,Athens,Greece,2023-02-25 00:00:00,11.41,91,0.54
579,Athens,Greece,2023-02-25 03:00:00,10.68,92,0.56
580,Athens,Greece,2023-02-25 06:00:00,11.68,91,0.96
581,Athens,Greece,2023-02-25 09:00:00,15.09,67,2.89
582,Athens,Greece,2023-02-25 12:00:00,16.31,61,3.69
583,Athens,Greece,2023-02-25 15:00:00,15.67,60,2.48
584,Athens,Greece,2023-02-25 18:00:00,13.39,84,2.11
585,Athens,Greece,2023-02-25 21:00:00,12.6,91,2.15
586,Athens,Greece,2023-02-26 00:00:00,12.71,90,2.68
587,Athens,Greece,2023-02-26 03:00:00,12.21,86,3.72
588,Athens,Greece,2023-02-26 06:00:00,12.62,84,3.61
589,Athens,Greece,2023-02-26 09:00:00,16.23,61,6.73
590,Athens,Greece,2023-02-26 12:00:00,17.41,59,8.87
591,Athens,Greece,2023-02-26 15:00:00,16.54,65,8.78
592,Athens,Greece,2023-02-26 18:00:00,14.13,83,4.58
593,Athens,Greece,2023-02-26 21:00:00,13.58,87,3.83
594,Athens,Greece,2023-02-27 00:00:00,12.95,91,2.47
595,Athens,Greece,2023-02-27 03:00:00,12.59,96,1.59
596,Athens,Greece,2023-02-27 06:00:00,13.91,92,1.5
597,Athens,Greece,2023-02-27 09:00:00,16.26,79,2.61
598,Athens,Greece,2023-02-27 12:00:00,18.54,65,3.56
599,Athens,Greece,2023-02-27 15:00:00,17.98,65,2.71
600,Budapest,Hungary,2023-02-22 18:00:00,11.58,69,2.41
601,Budapest,Hungary,2023-02-22 21:00:00,10.55,68,1.78
602,Budapest,Hungary,2023-02-23 00:00:00,8.79,69,1.9
603,Budapest,Hungary,2023-02-23 03:00:00,6.43,71,2.31
604,Budapest,Hungary,2023-02-23 06:00:00,5.85,71,2.26
605,Budapest,Hungary,2023-02-23 09:00:00,7.69,60,2.61
606,Budapest,Hungary,2023-02-23 12:00:00,9.76,52,2.86
607,Budapest,Hungary,2023-02-23 15:00:00,10.17,53,2.83
608,Budapest,Hungary,2023-02-23 18:00:00,8.84,59,2.34
609,Budapest,Hungary,2023-02-23 21:00:00,8.39,60,1.86
610,Budapest,Hungary,2023-02-24 00:00:00,7.86,68,2.17
611,Budapest,Hungary,2023-02-24 03:00:00,7.5,82,1.42
612,Budapest,Hungary,2023-02-24 06:00:00,7.65,85,0.97
613,Budapest,Hungary,2023-02-24 09:00:00,9.02,78,1.71
614,Budapest,Hungary,2023-02-24 12:00:00,12.92,58,2.84
615,Budapest,Hungary,2023-02-24 15:00:00,13.12,56,3.88
616,Budapest,Hungary,2023-02-24 18:00:00,10.93,73,4.6
617,Budapest,Hungary,2023-02-24 21:00:00,9.9,80,4.42
618,Budapest,Hungary,2023-02-25 00:00:00,10.08,80,6.05
619,Budapest,Hungary,2023-02-25 03:00:00,10.34,77,6.08
620,Budapest,Hungary,2023-02-25 06:00:00,6.65,84,5.35
621,Budapest,Hungary,2023-02-25 09:00:00,6.44,65,5.49
622,Budapest,Hungary,2023-02-25 12:00:00,7.74,46,7.3
623,Budapest,Hungary,2023-02-25 15:00:00,7.3,45,5.62
624,Budapest,Hungary,2023-02-25 18:00:00,5.52,49,3.81
625,Budapest,Hungary,2023-02-25 21:00:00,3.95,61,4.1
626,Budapest,Hungary,2023-02-26 00:00:00,2.71,61,4.82
627,Budapest,Hungary,2023-02-26 03:00:00,1.51,62,4.91
628,Budapest,Hungary,2023-02-26 06:00:00,0.99,66,4.79
629,Budapest,Hungary,2023-02-26 09:00:00,3.06,54,4.36
630,Budapest,Hungary,2023-02-26 12:00:00,5.75,40,3.13
631,Budapest,Hungary,2023-02-26 15:00:00,6.56,34,3.15
632,Budapest,Hungary,2023-02-26 18:00:00,5.14,46,1.36
633,Budapest,Hungary,2023-02-26 21:00:00,4.34,56,2.74
634,Budapest,Hungary,2023-02-27 00:00:00,3.28,65,2.77
635,Budapest,Hungary,2023-02-27 03:00:00,2.43,53,3.21
636,Budapest,Hungary,2023-02-27 06:00:00,1.99,53,3.31
637,Budapest,Hungary,2023-02-27 09:00:00,3.66,43,3.64
638,Budapest,Hungary,2023-02-27 12:00:00,5.68,36,3.44
639,Budapest,Hungary,2023-02-27 15:00:00,6.07,38,3.22
640,Reykjavík,Iceland,2023-02-22 18:00:00,1.72,87,4.82
641,Reykjavík,Iceland,2023-02-22 21:00:00,2.91,90,9.84
642,Reykjavík,Iceland,2023-02-23 00:00:00,3.4,89,9.86
643,Reykjavík,Iceland,2023-02-23 03:00:00,3.65,86,9.58
644,Reykjavík,Iceland,2023-02-23 06:00:00,3.18,87,8.16
645,Reykjavík,Iceland,2023-02-23 09:00:00,3.5,86,6.44
646,Reykjavík,Iceland,2023-02-23 12:00:00,3.97,86,6.59
647,Reykjavík,Iceland,2023-02-23 15:00:00,4.12,84,5.8
648,Reykjavík,Iceland,2023-02-23 18:00:00,2.94,89,2.0
649,Reykjavík,Iceland,2023-02-23 21:00:00,3.04,92,2.91
650,Reykjavík,Iceland,2023-02-24 00:00:00,3.49,96,3.28
651,Reykjavík,Iceland,2023-02-24 03:00:00,4.17,95,3.42
652,Reykjavík,Iceland,2023-02-24 06:00:00,4.05,94,3.78
653,Reykjavík,Iceland,2023-02-24 09:00:00,4.15,93,3.88
654,Reykjavík,Iceland,2023-02-24 12:00:00,4.68,97,4.28
655,Reykjavík,Iceland,2023-02-24 15:00:00,4.94,96,5.29
656,Reykjavík,Iceland,2023-02-24 18:00:00,5.2,93,7.38
657,Reykjavík,Iceland,2023-02-24 21:00:00,5.38,91,9.1
658,Reykjavík,Iceland,2023-02-25 00:00:00,5.52,91,11.04
659,Reykjavík,Iceland,2023-02-25 03:00:00,5.86,93,10.37
660,Reykjavík,Iceland,2023-02-25 06:00:00,6.02,95,8.01
661,Reykjavík,Iceland,2023-02-25 09:00:00,4.46,99,2.56
662,Reykjavík,Iceland,2023-02-25 12:00:00,3.63,99,0.78
663,Reykjavík,Iceland,2023-02-25 15:00:00,5.13,97,4.34
664,Reykjavík,Iceland,2023-02-25 18:00:00,5.63,96,5.92
665,Reykjavík,Iceland,2023-02-25 21:00:00,5.68,94,5.89
666,Reykjavík,Iceland,2023-02-26 00:00:00,5.81,91,6.9
667,Reykjavík,Iceland,2023-02-26 03:00:00,5.7,85,8.4
668,Reykjavík,Iceland,2023-02-26 06:00:00,5.65,83,10.07
669,Reykjavík,Iceland,2023-02-26 09:00:00,5.9,90,11.61
670,Reykjavík,Iceland,2023-02-26 12:00:00,6.67,91,12.65
671,Reykjavík,Iceland,2023-02-26 15:00:00,6.97,90,12.53
672,Reykjavík,Iceland,2023-02-26 18:00:00,6.87,88,12.75
673,Reykjavík,Iceland,2023-02-26 21:00:00,6.49,87,13.47
674,Reykjavík,Iceland,2023-02-27 00:00:00,6.38,89,15.01
675,Reykjavík,Iceland,2023-02-27 03:00:00,6.34,87,16.23
676,Reykjavík,Iceland,2023-02-27 06:00:00,6.38,87,16.61
677,Reykjavík,Iceland,2023-02-27 09:00:00,6.49,87,15.83
678,Reykjavík,Iceland,2023-02-27 12:00:00,6.74,87,15.42
679,Reykjavík,Iceland,2023-02-27 15:00:00,6.86,86,14.29
680,Dublin,Ireland,2023-02-22 18:00:00,8.04,67,6.31
681,Dublin,Ireland,2023-02-22 21:00:00,6.92,73,7.1
682,Dublin,Ireland,2023-02-23 00:00:00,5.55,77,6.5
683,Dublin,Ireland,2023-02-23 03:00:00,2.79,85,3.87
684,Dublin,Ireland,2023-02-23 06:00:00,0.77,91,2.25
685,Dublin,Ireland,2023-02-23 09:00:00,2.5,82,2.3
686,Dublin,Ireland,2023-02-23 12:00:00,7.32,65,3.1
687,Dublin,Ireland,2023-02-23 15:00:00,8.53,64,3.38
688,Dublin,Ireland,2023-02-23 18:00:00,6.79,81,2.93
689,Dublin,Ireland,2023-02-23 21:00:00,5.3,93,3.41
690,Dublin,Ireland,2023-02-24 00:00:00,5.14,95,3.55
691,Dublin,Ireland,2023-02-24 03:00:00,5.39,95,3.71
692,Dublin,Ireland,2023-02-24 06:00:00,5.89,93,4.36
693,Dublin,Ireland,2023-02-24 09:00:00,7.61,92,4.67
694,Dublin,Ireland,2023-02-24 12:00:00,8.8,87,5.66
695,Dublin,Ireland,2023-02-24 15:00:00,9.89,78,6.22
696,Dublin,Ireland,2023-02-24 18:00:00,7.2,84,3.68
697,Dublin,Ireland,2023-02-24 21:00:00,5.44,90,3.1
698,Dublin,Ireland,2023-02-25 00:00:00,5.81,87,2.78
699,Dublin,Ireland,2023-02-25 03:00:00,4.28,85,2.46
700,Dublin,Ireland,2023-02-25 06:00:00,4.02,83,2.31
701,Dublin,Ireland,2023-02-25 09:00:00,5.3,72,3.12
702,Dublin,Ireland,2023-02-25 12:00:00,6.95,61,4.13
703,Dublin,Ireland,2023-02-25 15:00:00,6.6,64,4.78
704,Dublin,Ireland,2023-02-25 18:00:00,4.91,73,4.8
705,Dublin,Ireland,2023-02-25 21:00:00,5.82,68,4.47
706,Dublin,Ireland,2023-02-26 00:00:00,5.98,67,4.12
707,Dublin,Ireland,2023-02-26 03:00:00,6.21,66,4.29
708,Dublin,Ireland,2023-02-26 06:00:00,5.94,68,4.92
709,Dublin,Ireland,2023-02-26 09:00:00,6.39,67,5.18
710,Dublin,Ireland,2023-02-26 12:00:00,7.77,62,5.34
711,Dublin,Ireland,2023-02-26 15:00:00,7.56,64,5.07
712,Dublin,Ireland,2023-02-26 18:00:00,5.74,74,4.52
713,Dublin,Ireland,2023-02-26 21:00:00,6.98,64,5.57
714,Dublin,Ireland,2023-02-27 00:00:00,7.02,63,4.58
715,Dublin,Ireland,2023-02-27 03:00:00,5.12,76,3.37
716,Dublin,Ireland,2023-02-27 06:00:00,4.3,78,2.68
717,Dublin,Ireland,2023-02-27 09:00:00,6.4,68,3.51
718,Dublin,Ireland,2023-02-27 12:00:00,7.34,61,4.52
719,Dublin,Ireland,2023-02-27 15:00:00,8.07,58,3.22
720,Rome,Italy,2023-02-22 18:00:00,14.36,73,1.03
721,Rome,Italy,2023-02-22 21:00:00,12.95,78,0.31
722,Rome,Italy,2023-02-23 00:00:00,11.45,85,0.78
723,Rome,Italy,2023-02-23 03:00:00,9.35,91,0.95
724,Rome,Italy,2023-02-23 06:00:00,9.14,91,1.39
725,Rome,Italy,2023-02-23 09:00:00,12.67,76,0.42
726,Rome,Italy,2023-02-23 12:00:00,16.33,57,1.99
727,Rome,Italy,2023-02-23 15:00:00,15.88,60,2.65
728,Rome,Italy,2023-02-23 18:00:00,11.54,82,1.66
729,Rome,Italy,2023-02-23 21:00:00,10.34,86,0.76
730,Rome,Italy,2023-02-24 00:00:00,9.48,88,1.02
731,Rome,Italy,2023-02-24 03:00:00,9.2,88,1.27
732,Rome,Italy,2023-02-24 06:00:00,8.9,88,1.46
733,Rome,Italy,2023-02-24 09:00:00,12.85,69,1.96
734,Rome,Italy,2023-02-24 12:00:00,16.57,50,3.84
735,Rome,Italy,2023-02-24 15:00:00,16.07,55,4.16
736,Rome,Italy,2023-02-24 18:00:00,12.14,69,2.48
737,Rome,Italy,2023-02-24 21:00:00,11.43,66,1.64
738,Rome,Italy,2023-02-25 00:00:00,11.43,64,3.06
739,Rome,Italy,2023-02-25 03:00:00,10.86,63,2.28
740,Rome,Italy,2023-02-25 06:00:00,11.0,65,2.71
741,Rome,Italy,2023-02-25 09:00:00,12.85,75,3.75
742,Rome,Italy,2023-02-25 12:00:00,17.96,56,3.08
743,Rome,Italy,2023-02-25 15:00:00,16.25,71,4.52
744,Rome,Italy,2023-02-25 18:00:00,13.31,84,1.98
745,Rome,Italy,2023-02-25 21:00:00,12.84,85,2.6
746,Rome,Italy,2023-02-26 00:00:00,11.93,90,3.11
747,Rome,Italy,2023-02-26 03:00:00,11.19,94,1.76
748,Rome,Italy,2023-02-26 06:00:00,10.99,96,1.85
749,Rome,Italy,2023-02-26 09:00:00,10.9,96,1.59
750,Rome,Italy,2023-02-26 12:00:00,10.6,92,4.37
751,Rome,Italy,2023-02-26 15:00:00,10.3,92,4.85
752,Rome,Italy,2023-02-26 18:00:00,10.31,90,4.22
753,Rome,Italy,2023-02-26 21:00:00,7.75,88,2.23
754,Rome,Italy,2023-02-27 00:00:00,6.81,89,0.46
755,Rome,Italy,2023-02-27 03:00:00,7.0,88,0.68
756,Rome,Italy,2023-02-27 06:00:00,6.87,90,1.43
757,Rome,Italy,2023-02-27 09:00:00,9.01,81,2.07
758,Rome,Italy,2023-02-27 12:00:00,12.59,62,2.15
759,Rome,Italy,2023-02-27 15:00:00,12.74,64,3.2
760,Pristina,Kosovo,2023-02-22 18:00:00,9.25,67,0.88
761,Pristina,Kosovo,2023-02-22 21:00:00,8.69,71,0.76
762,Pristina,Kosovo,2023-02-23 00:00:00,7.42,77,0.49
763,Pristina,Kosovo,2023-02-23 03:00:00,5.63,84,0.12
764,Pristina,Kosovo,2023-02-23 06:00:00,5.62,84,0.42
765,Pristina,Kosovo,2023-02-23 09:00:00,10.42,65,0.73
766,Pristina,Kosovo,2023-02-23 12:00:00,12.97,55,1.06
767,Pristina,Kosovo,2023-02-23 15:00:00,12.23,62,0.34
768,Pristina,Kosovo,2023-02-23 18:00:00,9.07,72,0.15
769,Pristina,Kosovo,2023-02-23 21:00:00,7.95,76,0.55
770,Pristina,Kosovo,2023-02-24 00:00:00,7.06,80,0.66
771,Pristina,Kosovo,2023-02-24 03:00:00,5.93,86,1.13
772,Pristina,Kosovo,2023-02-24 06:00:00,5.23,91,0.98
773,Pristina,Kosovo,2023-02-24 09:00:00,10.22,69,2.0
774,Pristina,Kosovo,2023-02-24 12:00:00,12.59,55,3.87
